Frequency (Hz)	Level (dB)
10658.935547	-60.287323
10669.702148	-60.369339
10680.468750	-60.321789
10691.235352	-60.273567
10702.001953	-60.445217
10712.768555	-60.411880
10723.535156	-60.309151
10734.301758	-60.325726
10745.068359	-60.274567
10755.834961	-60.245804
10766.601562	-60.412495
10777.368164	-60.625587
10788.134766	-60.554150
10798.901367	-60.497124
10809.667969	-60.454586
10820.434570	-60.294205
10831.201172	-60.359550
10841.967773	-60.497234
10852.734375	-60.522598
10863.500977	-60.425560
10874.267578	-60.358067
10885.034180	-60.290714
10895.800781	-60.333050
10906.567383	-60.415466
10917.333984	-60.667053
10928.100586	-60.563511
10938.867188	-60.478142
10949.633789	-60.491085
10960.400391	-60.412655
10971.166992	-60.392029
10981.933594	-60.465900
10992.700195	-60.452133
11003.466797	-60.371075
11014.233398	-60.387878
11025.000000	-60.562981
11035.766602	-60.463287
11046.533203	-60.593094
11057.299805	-60.551178
11068.066406	-60.469311
11078.833008	-60.599174
11089.599609	-60.444290
11100.366211	-60.449310
11111.132812	-60.506271
11121.899414	-60.623413
11132.666016	-60.584438
11143.432617	-60.640049
11154.199219	-60.569530
11164.965820	-60.457520
11175.732422	-60.426289
11186.499023	-60.618237
11197.265625	-60.487732
11208.032227	-60.504089
11218.798828	-60.663383
11229.565430	-60.422379
11240.332031	-60.508968
11251.098633	-60.512909
11261.865234	-60.491970
11272.631836	-60.560558
11283.398438	-60.717960
11294.165039	-60.874878
11304.931641	-60.777988
11315.698242	-60.672207
11326.464844	-60.766571
11337.231445	-60.596664
11347.998047	-60.550156
11358.764648	-60.546833
11369.531250	-60.594109
11380.297852	-60.609612
11391.064453	-60.546349
11401.831055	-60.527512
11412.597656	-60.520649
11423.364258	-60.687080
11434.130859	-60.953369
11444.897461	-60.861794
11455.664062	-60.724529
11466.430664	-60.630592
11477.197266	-60.827274
11487.963867	-60.840752
11498.730469	-60.730904
11509.497070	-60.807537
11520.263672	-60.700611
11531.030273	-60.688808
11541.796875	-60.639439
11552.563477	-60.623150
11563.330078	-60.610516
11574.096680	-60.608841
11584.863281	-60.706482
11595.629883	-60.848419
11606.396484	-60.719494
11617.163086	-60.749695
11627.929688	-60.878838
11638.696289	-60.965157
11649.462891	-60.878708
11660.229492	-60.784222
11670.996094	-60.792149
11681.762695	-60.807781
11692.529297	-60.894054
11703.295898	-60.728954
11714.062500	-60.714630
11724.829102	-60.748436
11735.595703	-60.793854
11746.362305	-60.633698
11757.128906	-60.520172
11767.895508	-60.691113
11778.662109	-60.835365
11789.428711	-60.558933
11800.195312	-60.584297
11810.961914	-60.720665
11821.728516	-60.728558
11832.495117	-60.809914
11843.261719	-60.840191
11854.028320	-60.757225
11864.794922	-60.905788
11875.561523	-60.824791
11886.328125	-60.791061
11897.094727	-60.840969
11907.861328	-60.786690
11918.627930	-60.790066
11929.394531	-60.859665
11940.161133	-60.880386
11950.927734	-60.755165
11961.694336	-60.883629
11972.460938	-60.815624
11983.227539	-60.778427
11993.994141	-60.797642
12004.760742	-60.886734
12015.527344	-61.045277
12026.293945	-60.882599
12037.060547	-60.811474
12047.827148	-60.819118
12058.593750	-61.073410
12069.360352	-60.871700
12080.126953	-60.842999
12090.893555	-60.873692
12101.660156	-60.859596
12112.426758	-60.898014
12123.193359	-60.869759
12133.959961	-60.904305
12144.726562	-60.923916
12155.493164	-60.947788
12166.259766	-61.009762
12177.026367	-60.949486
12187.792969	-60.922039
12198.559570	-61.062027
12209.326172	-61.079430
12220.092773	-61.057796
12230.859375	-60.978363
12241.625977	-60.884670
12252.392578	-60.927376
12263.159180	-61.057854
12273.925781	-61.007069
12284.692383	-61.029778
12295.458984	-60.977722
12306.225586	-61.030331
12316.992188	-60.940125
12327.758789	-61.035748
12338.525391	-60.980751
12349.291992	-60.972347
12360.058594	-60.910137
12370.825195	-61.132313
12381.591797	-61.045418
12392.358398	-61.158527
12403.125000	-61.098171
12413.891602	-60.960396
12424.658203	-61.086769
12435.424805	-61.104053
12446.191406	-61.064640
12456.958008	-61.155849
12467.724609	-61.237820
12478.491211	-61.227364
12489.257812	-61.152782
12500.024414	-60.978050
12510.791016	-60.996513
12521.557617	-61.041534
12532.324219	-61.175308
12543.090820	-61.031635
12553.857422	-61.150074
12564.624023	-61.084423
