Frequency (Hz)	Level (dB)
9022.412109	-64.313293
9033.178711	-64.501999
9043.945312	-64.356865
9054.711914	-63.671909
9065.478516	-63.249382
9076.245117	-63.362770
9087.011719	-63.747978
9097.778320	-64.035332
9108.544922	-63.956894
9119.311523	-63.642582
9130.078125	-63.737831
9140.844727	-63.516113
9151.611328	-63.317150
9162.377930	-63.521980
9173.144531	-63.790001
9183.911133	-63.947697
9194.677734	-63.550053
9205.444336	-63.406193
9216.210938	-63.180210
9226.977539	-63.250362
9237.744141	-63.988930
9248.510742	-63.735657
9259.277344	-63.934479
9270.043945	-63.653435
9280.810547	-63.267971
9291.577148	-63.624714
9302.343750	-63.764496
9313.110352	-63.892879
9323.876953	-64.277840
9334.643555	-64.889107
9345.410156	-64.076241
9356.176758	-63.556763
9366.943359	-63.729683
9377.709961	-63.635822
9388.476562	-63.972160
9399.243164	-63.838299
9410.009766	-63.689888
9420.776367	-63.624882
9431.542969	-63.801857
9442.309570	-64.016380
9453.076172	-64.720100
9463.842773	-64.292976
9474.609375	-64.152130
9485.375977	-64.130470
9496.142578	-64.123039
9506.909180	-64.196541
9517.675781	-64.194550
9528.442383	-63.840572
9539.208984	-64.353157
9549.975586	-64.454651
9560.742188	-64.247681
9571.508789	-63.860134
9582.275391	-63.713573
9593.041992	-64.505188
9603.808594	-64.722000
9614.575195	-64.116364
9625.341797	-64.231728
9636.108398	-64.267448
9646.875000	-64.664375
9657.641602	-64.042870
9668.408203	-63.662579
9679.174805	-63.587219
9689.941406	-63.714157
9700.708008	-63.776070
9711.474609	-64.522484
9722.241211	-64.438675
9733.007812	-63.989624
9743.774414	-63.931053
9754.541016	-64.278122
9765.307617	-64.572212
9776.074219	-64.081459
9786.840820	-63.641666
9797.607422	-63.712421
9808.374023	-63.591728
9819.140625	-63.367233
9829.907227	-63.884258
9840.673828	-64.148674
9851.440430	-63.625744
9862.207031	-64.033554
9872.973633	-64.014870
9883.740234	-63.730621
9894.506836	-64.364151
9905.273438	-64.198143
9916.040039	-63.878315
9926.806641	-64.240715
9937.573242	-64.112976
9948.339844	-63.630081
9959.106445	-64.082039
9969.873047	-64.074020
9980.639648	-63.999016
9991.406250	-64.420845
10002.172852	-64.319725
10012.939453	-64.702080
10023.706055	-65.274429
10034.472656	-64.724297
10045.239258	-64.396431
10056.005859	-64.384254
10066.772461	-64.717865
10077.539062	-64.511246
10088.305664	-64.145668
10099.072266	-64.306938
